ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
541807351,Photo,White-bearded Manakin,Manacus manacus,Manacus manacus -- White-bearded Manakin,Janaina Souza,2023-03-04,2023,3,4,657,Brazil,BR-SP,São Paulo,,PNM Augusto Ruschi,-23.0716775,-45.9335804,Adult Male – 1,"",Unspecified,"","",,,,,,,S130119853,"",,,,Macho/fêmea,Manacus manacus,whbman1,Species,15475,,2.00,1,Habitat,602,796
541794801,Photo,White-bearded Manakin,Manacus manacus,Manacus manacus -- White-bearded Manakin,Rubélio Souza,2023-03-04,2023,3,4,657,Brazil,BR-SP,São Paulo,,PNM Augusto Ruschi,-23.0716775,-45.9335804,Adult Male – 1,Foraging or Eating,Unspecified,"","",,,,,,,S130122430,"",,,Visualizado a espécie ,Macho/fêmea,Manacus manacus,whbman1,Species,15475,,3.00,1,Habitat,1080,1440
541666941,Photo,White-bearded Manakin,Manacus manacus,,Braydon Luikart,2022-12-08,2022,12,8,1112,Ecuador,EC-O,El Oro,,Reserva Buenaventura--Umbrellabird Lodge and lower road,-3.6539530,-79.7680280,Adult Female – 1,,Unspecified,"","",,,,,,,S123645173,"",,,,Heard a bunch but only saw females.,Manacus manacus,whbman1,Species,15475,,4.50,2,,2685,3933
540835651,Photo,White-bearded Manakin,Manacus manacus,,Eric Ripma,2023-02-08,2023,2,8,655,Colombia,CO-MAG,Magdalena,,Faunal - Observatorio de Aves de Minca,11.1321079,-74.1027188,"",,Unspecified,"","",,,,,,,S127919485,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1332,2000
540811131,Photo,White-bearded Manakin,Manacus manacus,,Austin Loewen,2017-07-22,2017,7,22,1500,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiacu--wetlands,-22.4528318,-42.7725564,"",,Unspecified,"","",,,,,,,S38267093,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3456,5184
540495851,Photo,White-bearded Manakin,Manacus manacus,,Tanner Martin,2023-02-07,2023,2,7,857,Ecuador,EC-P,Pichincha,,Milpe Bird Sanctuary,0.0333270,-78.8684510,"",,Unspecified,"","",,,,,,,S128030421,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,1325,1987
540392251,Photo,White-bearded Manakin,Manacus manacus,,Whitney Mortimer,2023-02-11,2023,2,11,910,Brazil,BR-BA,Bahia,,Boa Nova--área geral,-14.3650257,-40.2073342,"",,Unspecified,"","",,,,,,,S128062192,"",,,,"On nest at close range. Legs not visible. Dark eye. Orig noted as Swallow-Tailed, but darker bill color suggests White-Bearded?",Manacus manacus,whbman1,Species,15475,,3.00,1,,2593,4611
540156821,Photo,White-bearded Manakin,Manacus manacus,,Jorge Vallejo,2023-02-26,2023,2,26,837,Colombia,CO-TOL,Tolima,,Jardín Botánico San Jorge,4.4500301,-75.2230614,"","",Unspecified,"","",,,,,,,S129759348,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,Watermark,1018,1148
540156811,Photo,White-bearded Manakin,Manacus manacus,,Jorge Vallejo,2023-02-26,2023,2,26,837,Colombia,CO-TOL,Tolima,,Jardín Botánico San Jorge,4.4500301,-75.2230614,"",,Unspecified,"","",,,,,,,S129759348,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,1565,1543
540156351,Photo,White-bearded Manakin,Manacus manacus,,Jorge Vallejo,2023-02-26,2023,2,26,927,Colombia,CO-TOL,Tolima,,bosq,4.4574053,-75.2199984,"",,Unspecified,"","",,,,,,,S129759349,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1018,1148
540156371,Photo,White-bearded Manakin,Manacus manacus,,Jorge Vallejo,2023-02-26,2023,2,26,927,Colombia,CO-TOL,Tolima,,bosq,4.4574053,-75.2199984,"",,Unspecified,"","",,,,,,,S129759349,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1327,1604
540156361,Photo,White-bearded Manakin,Manacus manacus,,Jorge Vallejo,2023-02-26,2023,2,26,927,Colombia,CO-TOL,Tolima,,bosq,4.4574053,-75.2199984,"",,Unspecified,"","",,,,,,,S129759349,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,1565,1543
539480291,Photo,White-bearded Manakin,Manacus manacus,,Caroline Quinn,2023-02-19,2023,2,19,1515,Colombia,CO-MAG,Magdalena,,Pozo Azul,11.1368766,-74.1042316,"",,Unspecified,"","",,,,,,,S129020042,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3456,4608
539480301,Photo,White-bearded Manakin,Manacus manacus,,Caroline Quinn,2023-02-19,2023,2,19,1515,Colombia,CO-MAG,Magdalena,,Pozo Azul,11.1368766,-74.1042316,"",,Unspecified,"","",,,,,,,S129020042,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,3456,4608
539135231,Photo,White-bearded Manakin,Manacus manacus,,Jorge Humbser,2023-02-21,2023,2,21,600,Ecuador,EC-S,Morona-Santiago,,Puerto Morona-San Jose de Morona road,-2.9215256,-77.7141094,"",,Unspecified,"","",,,,,,,S129547896,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,4,,1425,2136
538838801,Photo,White-bearded Manakin,Manacus manacus,,Donald Wellmann,2022-07-27,2022,7,27,636,Colombia,CO-LAG,La Guajira,,"Gaviotas, Palomino",11.2380978,-73.4892872,"",,Unspecified,"","",,,,,,,S115859970,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,3672,4896
538835731,Photo,White-bearded Manakin,Manacus manacus,,Theodore Garver,2023-01-21,2023,1,21,559,Brazil,BR-RJ,Rio de Janeiro,,"Estrada Sertão de Mambucaba, Rio de Janeiro, BR (-22,993, -44,538)",-22.9927296,-44.5380409,"",,Unspecified,"","",,,,,,,S126665991,"",,,,Visto Fêmea,Manacus manacus,whbman1,Species,15475,,2.00,1,,1800,2400
538835741,Photo,White-bearded Manakin,Manacus manacus,,Theodore Garver,2023-01-21,2023,1,21,559,Brazil,BR-RJ,Rio de Janeiro,,"Estrada Sertão de Mambucaba, Rio de Janeiro, BR (-22,993, -44,538)",-22.9927296,-44.5380409,"",,Unspecified,"","",,,,,,,S126665991,"",,,,Visto Fêmea,Manacus manacus,whbman1,Species,15475,,2.00,1,,1800,2400
538835691,Photo,White-bearded Manakin,Manacus manacus,,Theodore Garver,2023-01-21,2023,1,21,559,Brazil,BR-RJ,Rio de Janeiro,,"Estrada Sertão de Mambucaba, Rio de Janeiro, BR (-22,993, -44,538)",-22.9927296,-44.5380409,"",,Unspecified,"","",,,,,,,S126665991,"",,,,Visto Fêmea,Manacus manacus,whbman1,Species,15475,,2.00,1,,1800,2400
538835681,Photo,White-bearded Manakin,Manacus manacus,,Theodore Garver,2023-01-21,2023,1,21,559,Brazil,BR-RJ,Rio de Janeiro,,"Estrada Sertão de Mambucaba, Rio de Janeiro, BR (-22,993, -44,538)",-22.9927296,-44.5380409,"",,Unspecified,"","",,,,,,,S126665991,"",,,,Visto Fêmea,Manacus manacus,whbman1,Species,15475,,2.00,1,,1800,2400
538835721,Photo,White-bearded Manakin,Manacus manacus,,Theodore Garver,2023-01-21,2023,1,21,559,Brazil,BR-RJ,Rio de Janeiro,,"Estrada Sertão de Mambucaba, Rio de Janeiro, BR (-22,993, -44,538)",-22.9927296,-44.5380409,"",,Unspecified,"","",,,,,,,S126665991,"",,,,Visto Fêmea,Manacus manacus,whbman1,Species,15475,,2.00,1,,1800,2400
538835711,Photo,White-bearded Manakin,Manacus manacus,,Theodore Garver,2023-01-21,2023,1,21,559,Brazil,BR-RJ,Rio de Janeiro,,"Estrada Sertão de Mambucaba, Rio de Janeiro, BR (-22,993, -44,538)",-22.9927296,-44.5380409,"",,Unspecified,"","",,,,,,,S126665991,"",,,,Visto Fêmea,Manacus manacus,whbman1,Species,15475,,2.00,1,,1800,2400
538835701,Photo,White-bearded Manakin,Manacus manacus,,Theodore Garver,2023-01-21,2023,1,21,559,Brazil,BR-RJ,Rio de Janeiro,,"Estrada Sertão de Mambucaba, Rio de Janeiro, BR (-22,993, -44,538)",-22.9927296,-44.5380409,"",,Unspecified,"","",,,,,,,S126665991,"",,,,Visto Fêmea,Manacus manacus,whbman1,Species,15475,,2.00,1,,1800,2400
538729761,Photo,White-bearded Manakin,Manacus manacus,,Andrés de Miguel,2017-08-12,2017,8,12,1547,Argentina,AR-N-IG,Misiones,Iguazú,PN Iguazú--Sendero Verde,-25.6827946,-54.4502298,"",,Unspecified,"","",,,,,,,S129460694,"",,,,,Manacus manacus,whbman1,Species,15475,,2.50,2,,3888,5184
538729731,Photo,White-bearded Manakin,Manacus manacus,,Andrés de Miguel,2017-08-12,2017,8,12,1547,Argentina,AR-N-IG,Misiones,Iguazú,PN Iguazú--Sendero Verde,-25.6827946,-54.4502298,"",,Unspecified,"","",,,,,,,S129460694,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,3888,5184
538710941,Photo,White-bearded Manakin,Manacus manacus,,Richard Garrigus,2023-02-23,2023,2,23,915,Brazil,BR-SP,São Paulo,,Guaraú--Centro Comunitário,-24.3607770,-47.0165810,"",,Unspecified,"","",,,,,,,S129455914,"",,,,Adult female and 2 young being fed,Manacus manacus,whbman1,Species,15475,,.00,0,,3648,5472
538710931,Photo,White-bearded Manakin,Manacus manacus,,Richard Garrigus,2023-02-23,2023,2,23,915,Brazil,BR-SP,São Paulo,,Guaraú--Centro Comunitário,-24.3607770,-47.0165810,"",,Unspecified,"","",,,,,,,S129455914,"",,,,Adult female and 2 young being fed,Manacus manacus,whbman1,Species,15475,,.00,0,,3648,5472
538710921,Photo,White-bearded Manakin,Manacus manacus,,Richard Garrigus,2023-02-23,2023,2,23,915,Brazil,BR-SP,São Paulo,,Guaraú--Centro Comunitário,-24.3607770,-47.0165810,"",,Unspecified,"","",,,,,,,S129455914,"",,,,Adult female and 2 young being fed,Manacus manacus,whbman1,Species,15475,,.00,0,,3648,5472
538535451,Photo,White-bearded Manakin,Manacus manacus,,Sara Stokes,2022-12-28,2022,12,28,621,Colombia,CO-MAG,Magdalena,,"Santa Marta - Cerro Kenedy, Magdalena, CO (11.14, -74.107)",11.1396590,-74.1070816,"",,Unspecified,"","",,,,,,,S124816357,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2810,3747
538452161,Photo,White-bearded Manakin,Manacus manacus,,William Wallace Silva,2023-02-20,2023,2,20,835,Brazil,BR-SP,São Paulo,,Mongaguá--área urbana,-24.0984874,-46.6435321,"",,Unspecified,"","",,,,,,,S129187774,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2023,2694
537534291,Photo,White-bearded Manakin,Manacus manacus,,Jaguar Tours Santander,2023-02-19,2023,2,19,1454,Colombia,CO-SAN,Santander,,Reserva Manantial De La Aurora,7.1453628,-73.3420893,"",,Unspecified,"","",,,,,,,S129007535,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1080,1440
537415431,Photo,White-bearded Manakin,Manacus manacus,,Jeanette Stone,2023-02-02,2023,2,2,715,Colombia,CO-MAG,Magdalena,,Parque Tayrona entrada Calabazo,11.2873993,-74.0011496,"",,Unspecified,"","",,,,,,,S127500233,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2168,1626
537299651,Photo,White-bearded Manakin,Manacus manacus,,Hsiaohui Wen,2022-11-26,2022,11,26,636,Colombia,CO-MAG,Magdalena,,"Vías Parque Nacional Tayrona, Magdalena, CO (11.289, -73.911)",11.2890149,-73.9108364,"",,Unspecified,"","",,,,,,,S128357126,"",,,Male,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1158,2059
536781861,Photo,White-bearded Manakin,Manacus manacus,,Jorge Eduardo Mariño Indaburu @SmartBirding,2023-02-18,2023,2,18,1250,Colombia,CO-HUI,Huila,,"Seminario San Esteban  Carrera 5, Huila, CO (2.769, -75.251)",2.7687947,-75.2511182,"",,Unspecified,"","",,,,,,,S128755780,"",,,,hembra,Manacus manacus,whbman1,Species,15475,,.00,0,,1672,2449
536781851,Photo,White-bearded Manakin,Manacus manacus,,Jorge Eduardo Mariño Indaburu @SmartBirding,2023-02-18,2023,2,18,1250,Colombia,CO-HUI,Huila,,"Seminario San Esteban  Carrera 5, Huila, CO (2.769, -75.251)",2.7687947,-75.2511182,"",,Unspecified,"","",,,,,,,S128755780,"",,,,hembra,Manacus manacus,whbman1,Species,15475,,.00,0,,1167,1719
536646581,Photo,White-bearded Manakin,Manacus manacus,,Gabriel Bonfa,2023-01-28,2023,1,28,730,Brazil,BR-ES,Espírito Santo,,Mata em Coqueiral de Aracruz,-19.9277405,-40.1346531,"",,Unspecified,"","",,,,,,,S128813870,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,2539,3808
535467801,Photo,White-bearded Manakin,Manacus manacus,,Reinaldo Gibin Nardo,2022-05-21,2022,5,21,600,Brazil,BR-SP,São Paulo,,Guaraú - Peruibe/SP,-24.3684000,-47.0266400,"",,Unspecified,"","",,,,,,,S128382596,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,3456,4608
535377981,Photo,White-bearded Manakin,Manacus manacus,,Kirk Doerger,2023-02-08,2023,2,8,655,Colombia,CO-MAG,Magdalena,,Faunal - Observatorio de Aves de Minca,11.1321079,-74.1027188,"",,Unspecified,"","",,,,,,,S127919951,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,1631,2081
535116531,Photo,White-bearded Manakin,Manacus manacus,,Andres Vasquez Noboa,2023-02-09,2023,2,9,623,Colombia,CO-MAG,Magdalena,,"Calabazo, Magdalena, CO (11.289, -74.001)",11.2887256,-74.0012369,"",,Unspecified,"","",,,,,,,S127932380,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,2,,1440,1920
533791101,Photo,White-bearded Manakin,Manacus manacus,,Nestor Monsalve (@birds.nestor),2023-02-04,2023,2,4,956,Colombia,CO-ANT,Antioquia,,Charco Negro - Vereda El Tagual,5.9789912,-75.0770481,Adult Male – 1,,Unspecified,"","",,,,,,,S127683251,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,2140,3210
533791111,Photo,White-bearded Manakin,Manacus manacus,,Nestor Monsalve (@birds.nestor),2023-02-04,2023,2,4,956,Colombia,CO-ANT,Antioquia,,Charco Negro - Vereda El Tagual,5.9789912,-75.0770481,Adult Male – 1,,Unspecified,"","",,,,,,,S127683251,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,2,,2140,3210
533483831,Photo,White-bearded Manakin,Manacus manacus,,Luis Moreno,2023-02-08,2023,2,8,1034,Colombia,CO-SAN,Santander,,"CantaRanas  (6,929, -73,42)",6.9290515,-73.4200708,"",,Unspecified,"","",,,,,,,S127912521,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3456,4608
533483771,Photo,White-bearded Manakin,Manacus manacus,,Luis Moreno,2023-02-08,2023,2,8,1034,Colombia,CO-SAN,Santander,,"CantaRanas  (6,929, -73,42)",6.9290515,-73.4200708,"",,Unspecified,"","",,,,,,,S127912521,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,3456,4608
533483741,Photo,White-bearded Manakin,Manacus manacus,,Luis Moreno,2023-02-08,2023,2,8,1034,Colombia,CO-SAN,Santander,,"CantaRanas  (6,929, -73,42)",6.9290515,-73.4200708,"","",Unspecified,"","",,,,,,,S127912521,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,Habitat,3456,4608
533483631,Photo,White-bearded Manakin,Manacus manacus,,Luis Moreno,2023-02-08,2023,2,8,1034,Colombia,CO-SAN,Santander,,"CantaRanas  (6,929, -73,42)",6.9290515,-73.4200708,"",,Unspecified,"","",,,,,,,S127912521,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,3456,4608
533467681,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-01-21,2023,1,21,1104,Colombia,CO-MAG,Magdalena,,Rio Don Diego--Carretera 90,11.2398631,-73.6969757,"",,Unspecified,"","",,,,,,,S127335017,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533467661,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-01-21,2023,1,21,1104,Colombia,CO-MAG,Magdalena,,Rio Don Diego--Carretera 90,11.2398631,-73.6969757,"",,Unspecified,"","",,,,,,,S127335017,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533467631,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-01-21,2023,1,21,1104,Colombia,CO-MAG,Magdalena,,Rio Don Diego--Carretera 90,11.2398631,-73.6969757,"",,Unspecified,"","",,,,,,,S127335017,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533467671,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-01-21,2023,1,21,1104,Colombia,CO-MAG,Magdalena,,Rio Don Diego--Carretera 90,11.2398631,-73.6969757,"",,Unspecified,"","",,,,,,,S127335017,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533467641,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-01-21,2023,1,21,1104,Colombia,CO-MAG,Magdalena,,Rio Don Diego--Carretera 90,11.2398631,-73.6969757,"",,Unspecified,"","",,,,,,,S127335017,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533467651,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-01-21,2023,1,21,1104,Colombia,CO-MAG,Magdalena,,Rio Don Diego--Carretera 90,11.2398631,-73.6969757,"",,Unspecified,"","",,,,,,,S127335017,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533451191,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-02-01,2023,2,1,701,Colombia,CO-MAG,Magdalena,,Zona de Camping Playa El Cabo,11.3280117,-73.9643383,"",,Unspecified,"","",,,,,,,S127428645,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533451171,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-02-01,2023,2,1,701,Colombia,CO-MAG,Magdalena,,Zona de Camping Playa El Cabo,11.3280117,-73.9643383,"",,Unspecified,"","",,,,,,,S127428645,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533451181,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-02-01,2023,2,1,701,Colombia,CO-MAG,Magdalena,,Zona de Camping Playa El Cabo,11.3280117,-73.9643383,"",,Unspecified,"","",,,,,,,S127428645,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533451141,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-02-01,2023,2,1,701,Colombia,CO-MAG,Magdalena,,Zona de Camping Playa El Cabo,11.3280117,-73.9643383,"",,Unspecified,"","",,,,,,,S127428645,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533451161,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-02-01,2023,2,1,701,Colombia,CO-MAG,Magdalena,,Zona de Camping Playa El Cabo,11.3280117,-73.9643383,"",,Unspecified,"","",,,,,,,S127428645,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533451151,Photo,White-bearded Manakin,Manacus manacus,,Daniel Tirado (Biosens),2023-02-01,2023,2,1,701,Colombia,CO-MAG,Magdalena,,Zona de Camping Playa El Cabo,11.3280117,-73.9643383,"",,Unspecified,"","",,,,,,,S127428645,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2048
533392991,Photo,White-bearded Manakin,Manacus manacus,,Bev Agler,2022-07-07,2022,7,7,700,Brazil,BR-SP,São Paulo,,PE Serra do Mar--Núcleo Picinguaba--Estrada para a Casa de Farinha,-23.3462709,-44.8486962,"",,Unspecified,"","",,,,,,,S114592585,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,3456,4608
533393001,Photo,White-bearded Manakin,Manacus manacus,,Bev Agler,2022-07-07,2022,7,7,700,Brazil,BR-SP,São Paulo,,PE Serra do Mar--Núcleo Picinguaba--Estrada para a Casa de Farinha,-23.3462709,-44.8486962,"",,Unspecified,"","",,,,,,,S114592585,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,3456,4608
533287611,Photo,White-bearded Manakin,Manacus manacus,,Jean Iron,2023-01-26,2023,1,26,946,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S126996921,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1202,1756
533278351,Photo,White-bearded Manakin,Manacus manacus,,Jean Iron,2023-01-25,2023,1,25,1252,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Brasso Seco,10.7431747,-61.2583494,"",,Unspecified,"","",,,,,,,S126938840,"",,,,Female,Manacus manacus,whbman1,Species,15475,,.00,0,,1625,2595
533054051,Photo,White-bearded Manakin,Manacus manacus,,Ajay Rampersad,2023-01-30,2023,1,30,831,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Blanchisseuse Road,10.7403919,-61.3181305,"",,Unspecified,"","",,,,,,,S127404845,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2767,2214
532797961,Photo,White-bearded Manakin,Manacus manacus,,Silvio Montani,2016-06-23,2016,6,23,0,Argentina,AR-N-IG,Misiones,Iguazú,PN Iguazú--Área Cataratas,-25.6833032,-54.4554520,"",,Unspecified,"","",,,,,,,S102481165,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,3888,5184
532440341,Photo,White-bearded Manakin,Manacus manacus,,LUCIANO BERNARDES,2023-01-19,2023,1,19,720,Brazil,BR-SP,São Paulo,,Santo Antonio do Pinhal--Estrela da Serra Hotel,-22.8374688,-45.6955451,"",,Unspecified,"","",,,,,,,S126541045,"",,,,Avistado,Manacus manacus,whbman1,Species,15475,,.00,0,,1536,2300
532433511,Photo,White-bearded Manakin,Manacus manacus,,Alen Kacal,2023-02-06,2023,2,6,746,Trinidad and Tobago,TT-CTT,Couva-Tabaquite-Talparo,,La Vega,10.4241280,-61.3464332,"",,Unspecified,"","",,,,,,,S127780744,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2112,2816
532418161,Photo,White-bearded Manakin,Manacus manacus,,Clément Berthelot,2022-12-21,2022,12,21,810,Argentina,AR-N-IG,Misiones,Iguazú,PN Iguazú--Sendero Macuco,-25.6754131,-54.4481071,"",,Unspecified,"","",,,,,,,S124382951,"",,,,Todas hembras,Manacus manacus,whbman1,Species,15475,,2.00,1,,1131,831
532154731,Photo,White-bearded Manakin,Manacus manacus,,Jason Vassallo,2023-01-04,2023,1,4,725,Colombia,CO-LAG,La Guajira,,Reserva Miramar,11.1912122,-73.4355203,"",,Unspecified,"","",,,,,,,S125394599,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1462,1846
531976771,Photo,White-bearded Manakin,Manacus manacus,,Janaina Souza,2023-02-05,2023,2,5,712,Brazil,BR-SP,São Paulo,,PNM Augusto Ruschi,-23.0716775,-45.9335804,Adult Female – 1,"",Unspecified,"","",,,,,,,S127656357,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,Habitat,899,977
531799541,Photo,White-bearded Manakin,Manacus manacus,,Daniel Lebbin,2023-02-02,2023,2,2,935,Colombia,CO-CUN,Cundinamarca,,Laguna El Tabacal,5.0263256,-74.3283141,"",,Unspecified,"","",,,,,,,S127451730,"",,,,Photos,Manacus manacus,whbman1,Species,15475,,3.00,1,,1421,2651
531799551,Photo,White-bearded Manakin,Manacus manacus,,Daniel Lebbin,2023-02-02,2023,2,2,935,Colombia,CO-CUN,Cundinamarca,,Laguna El Tabacal,5.0263256,-74.3283141,"",,Unspecified,"","",,,,,,,S127451730,"",,,,Photos,Manacus manacus,whbman1,Species,15475,,3.00,1,,1743,2734
531799531,Photo,White-bearded Manakin,Manacus manacus,,Daniel Lebbin,2023-02-02,2023,2,2,935,Colombia,CO-CUN,Cundinamarca,,Laguna El Tabacal,5.0263256,-74.3283141,"",,Unspecified,"","",,,,,,,S127451730,"",,,,Photos,Manacus manacus,whbman1,Species,15475,,3.00,1,,868,967
531507511,Photo,White-bearded Manakin,Manacus manacus,,Ashley Pichon,2023-01-30,2023,1,30,831,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Blanchisseuse Road,10.7403919,-61.3181305,"",,Unspecified,"","",,,,,,,S127448518,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,1365,2048
531455251,Photo,White-bearded Manakin,Manacus manacus,,Ashley Pichon,2023-01-30,2023,1,30,831,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Blanchisseuse Road,10.7403919,-61.3181305,"",,Unspecified,"","",,,,,,,S127448518,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1365,2048
531133781,Photo,White-bearded Manakin,Manacus manacus,,Tom Pavlik,2023-01-26,2023,1,26,815,Ecuador,EC-O,El Oro,,Buenaventura--Upper road,-3.6257780,-79.7542770,"",,Unspecified,"","",,,,,,,S127048526,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,818,1092
